"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"08/18/2023","AQS","484391006","2","11.3","ug/m3 LC","55","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"08/19/2023","AQS","484391006","2","11.9","ug/m3 LC","56","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"08/20/2023","AQS","484391006","2","14","ug/m3 LC","60","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"08/21/2023","AQS","484391006","2","23.2","ug/m3 LC","77","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"08/22/2023","AQS","484391006","2","19.5","ug/m3 LC","70","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"08/23/2023","AQS","484391006","2","18.1","ug/m3 LC","68","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"08/24/2023","AQS","484391006","2","21.2","ug/m3 LC","74","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"08/25/2023","AQS","484391006","2","21.9","ug/m3 LC","75","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"08/26/2023","AQS","484391006","2","18","ug/m3 LC","68","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"08/27/2023","AQS","484391006","2","11.9","ug/m3 LC","56","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"08/28/2023","AQS","484391006","2","8.8","ug/m3 LC","49","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"08/29/2023","AQS","484391006","2","11.7","ug/m3 LC","56","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"08/30/2023","AQS","484391006","2","22.2","ug/m3 LC","75","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"08/31/2023","AQS","484391006","2","22.6","ug/m3 LC","76","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/01/2023","AQS","484391006","2","16","ug/m3 LC","64","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/02/2023","AQS","484391006","2","15.2","ug/m3 LC","62","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/03/2023","AQS","484391006","2","20.5","ug/m3 LC","72","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/04/2023","AQS","484391006","2","12.9","ug/m3 LC","58","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/05/2023","AQS","484391006","2","8.8","ug/m3 LC","49","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/06/2023","AQS","484391006","2","8.7","ug/m3 LC","48","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/07/2023","AQS","484391006","2","9.2","ug/m3 LC","51","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/08/2023","AQS","484391006","2","8.6","ug/m3 LC","48","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/09/2023","AQS","484391006","2","10.8","ug/m3 LC","54","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/10/2023","AQS","484391006","2","14.5","ug/m3 LC","61","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/11/2023","AQS","484391006","2","11.3","ug/m3 LC","55","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/12/2023","AQS","484391006","2","13.1","ug/m3 LC","58","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/13/2023","AQS","484391006","2","12.9","ug/m3 LC","58","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/14/2023","AQS","484391006","2","12","ug/m3 LC","56","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/15/2023","AQS","484391006","2","13.8","ug/m3 LC","60","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/16/2023","AQS","484391006","2","16","ug/m3 LC","64","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/17/2023","AQS","484391006","2","10.4","ug/m3 LC","53","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/18/2023","AQS","484391006","2","9.9","ug/m3 LC","52","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/19/2023","AQS","484391006","2","11.6","ug/m3 LC","56","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/20/2023","AQS","484391006","2","10.8","ug/m3 LC","54","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/21/2023","AQS","484391006","2","6.6","ug/m3 LC","37","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/22/2023","AQS","484391006","2","5.7","ug/m3 LC","32","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/23/2023","AQS","484391006","2","7.1","ug/m3 LC","39","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/24/2023","AQS","484391006","2","6.3","ug/m3 LC","35","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/26/2023","AQS","484391006","2","22.5","ug/m3 LC","76","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/27/2023","AQS","484391006","2","21.4","ug/m3 LC","74","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/28/2023","AQS","484391006","2","13.2","ug/m3 LC","59","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/29/2023","AQS","484391006","2","12.4","ug/m3 LC","57","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"09/30/2023","AQS","484391006","2","8","ug/m3 LC","44","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/01/2023","AQS","484391006","2","11.1","ug/m3 LC","55","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/02/2023","AQS","484391006","2","44.8","ug/m3 LC","124","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/03/2023","AQS","484391006","2","9.7","ug/m3 LC","52","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/05/2023","AQS","484391006","2","4.8","ug/m3 LC","27","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/06/2023","AQS","484391006","2","16.5","ug/m3 LC","65","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/07/2023","AQS","484391006","2","3.8","ug/m3 LC","21","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/08/2023","AQS","484391006","2","7.7","ug/m3 LC","43","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/09/2023","AQS","484391006","2","5.1","ug/m3 LC","28","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/10/2023","AQS","484391006","2","5.7","ug/m3 LC","32","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/11/2023","AQS","484391006","2","6.1","ug/m3 LC","34","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/12/2023","AQS","484391006","2","6.7","ug/m3 LC","37","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/13/2023","AQS","484391006","2","3.2","ug/m3 LC","18","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/14/2023","AQS","484391006","2","2.3","ug/m3 LC","13","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/15/2023","AQS","484391006","2","2","ug/m3 LC","11","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/16/2023","AQS","484391006","2","11.4","ug/m3 LC","55","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/17/2023","AQS","484391006","2","5.3","ug/m3 LC","29","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/18/2023","AQS","484391006","2","5.5","ug/m3 LC","31","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/19/2023","AQS","484391006","2","10.4","ug/m3 LC","53","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/20/2023","AQS","484391006","2","7.8","ug/m3 LC","43","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/21/2023","AQS","484391006","2","10.5","ug/m3 LC","54","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/22/2023","AQS","484391006","2","8.7","ug/m3 LC","48","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/23/2023","AQS","484391006","2","5.3","ug/m3 LC","29","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/26/2023","AQS","484391006","2","5","ug/m3 LC","28","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/27/2023","AQS","484391006","2","7.4","ug/m3 LC","41","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/28/2023","AQS","484391006","2","4.5","ug/m3 LC","25","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/29/2023","AQS","484391006","2","1.1","ug/m3 LC","6","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/30/2023","AQS","484391006","2","4.1","ug/m3 LC","23","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"10/31/2023","AQS","484391006","2","6.6","ug/m3 LC","37","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/01/2023","AQS","484391006","2","7.8","ug/m3 LC","43","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/02/2023","AQS","484391006","2","9.7","ug/m3 LC","52","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/03/2023","AQS","484391006","2","10","ug/m3 LC","53","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/04/2023","AQS","484391006","2","10.6","ug/m3 LC","54","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/05/2023","AQS","484391006","2","7.4","ug/m3 LC","41","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/06/2023","AQS","484391006","2","5.7","ug/m3 LC","32","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/07/2023","AQS","484391006","2","5.3","ug/m3 LC","29","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/08/2023","AQS","484391006","2","6.1","ug/m3 LC","34","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/09/2023","AQS","484391006","2","6.9","ug/m3 LC","38","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/10/2023","AQS","484391006","2","6","ug/m3 LC","33","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/11/2023","AQS","484391006","2","6.2","ug/m3 LC","34","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/12/2023","AQS","484391006","2","13.1","ug/m3 LC","58","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/13/2023","AQS","484391006","2","13.4","ug/m3 LC","59","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/14/2023","AQS","484391006","2","19.4","ug/m3 LC","70","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/15/2023","AQS","484391006","2","19.3","ug/m3 LC","70","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/16/2023","AQS","484391006","2","11.1","ug/m3 LC","55","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/17/2023","AQS","484391006","2","14.2","ug/m3 LC","61","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
"11/18/2023","AQS","484391006","2","11.3","ug/m3 LC","55","Haws Athletic Center","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","439","Tarrant","32.7591484","-97.3423226"
